title,originalTitle,year,rating,votes_orig,votes,genres/0,genres/1,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,ProductionBudget_orig,DomesticGross_orig,WorldwideGross_orig,DomesticGross,WorldwideGross,domesticProfit,worldwideProfit,totalProfit
The Woman in Black,,2012,6,"141 487,00",141487000,Drama,Fantasy,Horror,Thriller,,,,,15000000,54333290,128955898,54333290,128955898,39333290,59622608,98955898
This Is 40,,2012,6,"105 021,00",105021000,Comedy,Romance,,,,,,,35000000,67544505,90221182,67544505,90221182,32544505,-12323323,20221182
This Means War,,2012,6,"149 409,00",149409000,Action,Comedy,Romance,,,,,,65000000,54760791,156974557,54760791,156974557,-10239209,37213766,26974557
Total Recall,,2012,6,"204 508,00",204508000,Action,Adventure,Mystery,Sci-Fi,Thriller,,,,125000000,58877969,211856088,58877969,211856088,-66122031,27978119,-38143912
Underworld: Awakening,,2012,6,"118 818,00",118818000,Action,Fantasy,Horror,,,,,,70000000,62321039,160379930,62321039,160379930,-7678961,28058891,20379930
Wreck-It Ralph,,2012,8,"276 606,00",276606000,Animation,Adventure,Comedy,Family,Sci-Fi,,,,165000000,189412677,496511521,189412677,496511521,24412677,142098844,166511521
Zero Dark Thirty,,2012,7,"218 873,00",218873000,Drama,History,Thriller,,,,,,52500000,95720716,134612435,95720716,134612435,43220716,-13608281,29612435
Detention of the Dead,,2012,5,"2,08",2080,Comedy,Horror,,,,,,,500000,1778,1778,1778,1778,-498222,-498222,-996444
Eddie: The Sleepwalking Cannibal,Eddie,2012,6,"1,24",1236,Comedy,Horror,,,,,,,1400000,1632,1632,1632,1632,-1398368,-1398368,-2796736
Inescapable,,2012,5,"2,11",2114,Drama,Mystery,Romance,Thriller,,,,,4000000,4327,4327,4327,4327,-3995673,-3995673,-7991346
Maniac,,2012,6,"27,73",27726,Horror,Thriller,,,,,,,350000,10000000,10000000,10000000,10000000,9650000,9650000,19300000
The Brass Teapot,,2012,6,"12,15",12153,Comedy,Fantasy,Thriller,,,,,,900000,6997,413733,6997,413733,-893003,-493264,-1386267
The Ghastly Love of Johnny X,,2012,6,"345,00",345000,Comedy,Fantasy,Musical,Sci-Fi,,,,,2000000,2436,2436,2436,2436,-1997564,-1997564,-3995128
The Giant Mechanical Man,,2012,7,"8,02",8023,Comedy,Drama,Romance,,,,,,900000,7396,7396,7396,7396,-892604,-892604,-1785208
Vamps,,2012,5,"7,55",7553,Comedy,Horror,Romance,,,,,,16000000,3361,94812,3361,94812,-15996639,-15908549,-31905188
12 Years a Slave,,2013,8,"450,13",450125,Biography,Drama,History,,,,,,20000000,56671993,181025343,56671993,181025343,36671993,104353350,141025343
47 Ronin,,2013,6,"118,49",118488,Action,Adventure,Drama,Fantasy,,,,,175000000,38362475,151659062,38362475,151659062,-136637525,-61703413,-198340938
About Time,,2013,8,"207,32",207320,Comedy,Drama,Fantasy,Romance,Sci-Fi,,,,12000000,15323921,89177486,15323921,89177486,3323921,61853565,65177486
American Hustle,,2013,7,"362,94",362943,Crime,Drama,,,,,,,40000000,150117807,257878294,150117807,257878294,110117807,67760487,177878294
Begin Again,,2013,7,"102,98",102979,Drama,Music,,,,,,,8000000,16170632,68838736,16170632,68838736,8170632,44668104,52838736
Captain Phillips,,2013,8,"328,66",328658,Biography,Drama,Thriller,,,,,,55000000,107136417,220648184,107136417,220648184,52136417,58511767,110648184
Carrie,,2013,6,"109,71",109713,Drama,Fantasy,Horror,,,,,,30000000,35266619,82409520,35266619,82409520,5266619,17142901,22409520
Dallas Buyers Club,,2013,8,"333,00",332999,Biography,Drama,,,,,,,5000000,27298285,60611845,27298285,60611845,22298285,28313560,50611845
Elysium,,2013,7,"343,25",343245,Action,Drama,Sci-Fi,Thriller,,,,,120000000,93050117,286192091,93050117,286192091,-26949883,73141974,46192091
Escape Plan,,2013,7,"180,09",180088,Action,Crime,Mystery,Sci-Fi,Thriller,,,,70000000,25135965,103735965,25135965,103735965,-44864035,8600000,-36264035
Evil Dead,,2013,7,"127,73",127725,Horror,,,,,,,,17000000,54239856,97778356,54239856,97778356,37239856,26538500,63778356
Frozen,,2013,8,"428,44",428436,Animation,Adventure,Comedy,Family,Fantasy,Musical,,,150000000,400738009,1274234980,400738009,1274234980,250738009,723496971,974234980
Gatsby le magnifique,The Great Gatsby,2013,7,"368,52",368522,Drama,Romance,,,,,,,190000000,144840419,351040419,144840419,351040419,-45159581,16200000,-28959581
Gravity,,2013,8,"591,68",591677,Adventure,Drama,Sci-Fi,Thriller,,,,,110000000,274092705,716392705,274092705,716392705,164092705,332300000,496392705
Grown Ups 2,,2013,5,"109,55",109551,Comedy,,,,,,,,80000000,133668525,247023808,133668525,247023808,53668525,33355283,87023808
Hansel & Gretel: Witch Hunters,,2013,6,"161,84",161840,Action,Fantasy,Horror,,,,,,50000000,55703475,214949716,55703475,214949716,5703475,109246241,114949716
Her,,2013,8,"363,65",363650,Drama,Romance,Sci-Fi,,,,,,23000000,25568251,48783090,25568251,48783090,2568251,214839,2783090
Iron Man 3,Iron Man Three,2013,7,"565,45",565446,Action,Adventure,Sci-Fi,,,,,,200000000,408992272,1215392272,408992272,1215392272,208992272,606400000,815392272
Kick-Ass 2,,2013,7,"206,14",206135,Action,Comedy,Crime,,,,,,28000000,28795985,63129909,28795985,63129909,795985,6333924,7129909
Lone Survivor,,2013,8,"207,74",207743,Action,Biography,Drama,Thriller,War,,,,40000000,125095601,149804632,125095601,149804632,85095601,-15290969,69804632
Mama,,2013,6,"137,08",137080,Fantasy,Horror,,,,,,,15000000,71628180,148095566,71628180,148095566,56628180,61467386,118095566
Man of Steel,,2013,7,"558,09",558093,Action,Adventure,Fantasy,Sci-Fi,,,,,225000000,291045518,667999518,291045518,667999518,66045518,151954000,217999518
Now You See Me,,2013,7,"464,60",464597,Crime,Mystery,Thriller,,,,,,75000000,117723989,351723989,117723989,351723989,42723989,159000000,201723989
Oblivion,,2013,7,"392,88",392881,Action,Adventure,Mystery,Sci-Fi,,,,,120000000,89107235,287916633,89107235,287916633,-30892765,78809398,47916633
Oculus,,2013,7,"87,87",87866,Horror,Mystery,,,,,,,5000000,27695246,44115496,27695246,44115496,22695246,11420250,34115496
Oz the Great and Powerful,,2013,6,"177,08",177084,Adventure,Family,Fantasy,,,,,,200000000,234770996,490359051,234770996,490359051,34770996,55588055,90359051
Pacific Rim,,2013,7,"385,97",385969,Action,Adventure,Sci-Fi,,,,,,190000000,101802906,411002906,101802906,411002906,-88197094,119200000,31002906
Paranoia,,2013,6,"28,97",28966,Drama,Thriller,,,,,,,40000000,7388654,16173593,7388654,16173593,-32611346,-31215061,-63826407
Prisoners,,2013,8,"394,40",394399,Crime,Drama,Mystery,Thriller,,,,,46000000,61002302,113402302,61002302,113402302,15002302,6400000,21402302
Rush,,2013,8,"319,31",319313,Action,Biography,Drama,Sport,,,,,38000000,26947624,98230839,26947624,98230839,-11052376,33283215,22230839
Snowpiercer - le transperceneige,Snowpiercer,2013,7,"185,80",185797,Action,Drama,Sci-Fi,Thriller,,,,,40000000,4563029,88069880,4563029,88069880,-35436971,43506851,8069880
Star Trek Into Darkness,,2013,8,"402,38",402384,Action,Adventure,Sci-Fi,,,,,,190000000,228778661,467381584,228778661,467381584,38778661,48602923,87381584
Stoker,,2013,7,"85,73",85727,Drama,Thriller,,,,,,,12000000,1703125,12079308,1703125,12079308,-10296875,-1623817,-11920692
Texas Chainsaw 3D,,2013,5,"35,69",35692,Horror,Thriller,,,,,,,20000000,34341945,47666013,34341945,47666013,14341945,-6675932,7666013
The Conjuring,,2013,8,"309,84",309839,Horror,Mystery,Thriller,,,,,,20000000,137400141,318000141,137400141,318000141,117400141,160600000,278000141
The Counsellor,The Counselor,2013,5,"81,90",81897,Crime,Drama,Thriller,,,,,,25000000,16973715,71009334,16973715,71009334,-8026285,29035619,21009334
The Hobbit: The Desolation of Smaug,,2013,8,"491,02",491018,Adventure,Fantasy,,,,,,,250000000,258366855,960366855,258366855,960366855,8366855,452000000,460366855
The Hunger Games: Catching Fire,,2013,8,"505,24",505241,Adventure,Mystery,Sci-Fi,Thriller,,,,,130000000,424668047,864868047,424668047,864868047,294668047,310200000,604868047
The Mortal Instruments: City of Bones,,2013,6,"108,51",108511,Fantasy,Horror,Mystery,Romance,,,,,60000000,31165421,75965567,31165421,75965567,-28834579,-15199854,-44034433
The Purge,,2013,6,"145,07",145069,Horror,Sci-Fi,Thriller,,,,,,3000000,64473115,91265155,64473115,91265155,61473115,23792040,85265155
The Secret Life of Walter Mitty,,2013,7,"239,62",239618,Adventure,Comedy,Drama,Fantasy,Romance,,,,91000000,58236838,188536838,58236838,188536838,-32763162,39300000,6536838
The Spectacular Now,,2013,7,"108,24",108239,Comedy,Drama,Romance,,,,,,2500000,6852971,6916951,6852971,6916951,4352971,-2436020,1916951
The Wolf of Wall Street,,2013,8,"801,47",801468,Biography,Comedy,Crime,Drama,,,,,100000000,116900694,391976723,116900694,391976723,16900694,175076029,191976723
The Wolverine,,2013,7,"332,78",332781,Action,Adventure,Sci-Fi,Thriller,,,,,115000000,132556852,416456852,132556852,416456852,17556852,168900000,186456852
This Is the End,,2013,7,"315,19",315187,Comedy,Fantasy,,,,,,,32000000,101470202,126539117,101470202,126539117,69470202,-6931085,62539117
Thor: The Dark World,,2013,7,"421,21",421209,Action,Adventure,Fantasy,Sci-Fi,,,,,150000000,206362140,644602516,206362140,644602516,56362140,288240376,344602516
Under the Skin,,2013,6,"87,56",87559,Drama,Horror,Sci-Fi,Thriller,,,,,13300000,2614251,7229933,2614251,7229933,-10685749,-8684318,-19370067
Warm Bodies,,2013,7,"187,00",186996,Comedy,Horror,Romance,,,,,,30000000,66380662,115121608,66380662,115121608,36380662,18740946,55121608
We're the Millers,,2013,7,"321,50",321499,Comedy,Crime,,,,,,,37000000,150394119,267816276,150394119,267816276,113394119,80422157,193816276
World War Z,,2013,7,"472,14",472141,Action,Adventure,Horror,Sci-Fi,Thriller,,,,190000000,202359711,531514650,202359711,531514650,12359711,139154939,151514650
Plush,,2013,5,"2,95",2947,Thriller,,,,,,,,2000000,3080,28864,3080,28864,-1996920,-1974216,-3971136
The Adventurer: The Curse of the Midas Box,,2013,5,"4,30",4299,Adventure,Family,Fantasy,,,,,,25000000,0,0,50000000,50000000,25000000,25000000,50000000
Thunder and the House of Magic,The House of Magic,2013,6,"4,39",4394,Animation,Adventure,Comedy,Family,Fantasy,,,,34000000,4091,10392666,4091,10392666,-33995909,-23611425,-57607334
300: Rise of an Empire,,2014,6,"228,53",228527,Action,Drama,Fantasy,War,,,,,110000000,106580051,330780051,106580051,330780051,-3419949,114200000,110780051
A Most Wanted Man,,2014,7,"58,43",58427,Crime,Drama,Thriller,,,,,,15000000,17237855,36068890,17237855,36068890,2237855,3831035,6068890
American Nightmare 2: Anarchy,The Purge: Anarchy,2014,7,"97,95",97954,Action,Horror,Sci-Fi,Thriller,,,,,9000000,71562550,111533636,71562550,111533636,62562550,30971086,93533636
American Sniper,,2014,7,"331,89",331894,Action,Biography,Drama,History,Thriller,War,,,58000000,350126372,547326372,350126372,547326372,292126372,139200000,431326372
Big Hero 6,,2014,8,"286,79",286787,Animation,Action,Adventure,Comedy,Drama,Family,Sci-Fi,,165000000,222527828,652127828,222527828,652127828,57527828,264600000,322127828
Birdman or (The Unexpected Virtue of Ignorance),,2014,8,"405,96",405959,Comedy,Drama,Romance,,,,,,18000000,42340598,103215094,42340598,103215094,24340598,42874496,67215094
Blended,,2014,7,"89,08",89083,Comedy,Romance,,,,,,,45000000,46290741,127990741,46290741,127990741,1290741,36700000,37990741
Boyhood,,2014,8,"271,63",271630,Drama,,,,,,,,4000000,25379975,57273049,25379975,57273049,21379975,27893074,49273049
Captain America: The Winter Soldier,,2014,8,"508,35",508347,Action,Adventure,Sci-Fi,,,,,,170000000,259746958,714401889,259746958,714401889,89746958,284654931,374401889
Divergent,,2014,7,"346,53",346526,Adventure,Mystery,Sci-Fi,,,,,,85000000,150947895,276014965,150947895,276014965,65947895,40067070,106014965
Dracula Untold,,2014,6,"141,08",141084,Action,Drama,Fantasy,Horror,War,,,,70000000,55991880,216821942,55991880,216821942,-14008120,90830062,76821942
Edge of Tomorrow,,2014,8,"441,52",441517,Action,Adventure,Sci-Fi,,,,,,178000000,100206256,364406256,100206256,364406256,-77793744,86200000,8406256
Fury,,2014,8,"310,48",310478,Action,Drama,War,,,,,,80000000,85755593,211755593,85755593,211755593,5755593,46000000,51755593
Godzilla,,2014,7,"304,93",304929,Action,Adventure,Sci-Fi,Thriller,,,,,160000000,200676069,529076069,200676069,529076069,40676069,168400000,209076069
Gone Girl,,2014,8,"585,95",585949,Crime,Drama,Mystery,Thriller,,,,,61000000,167767189,368567189,167767189,368567189,106767189,139800000,246567189
Guardians of the Galaxy,,2014,8,"701,01",701014,Action,Adventure,Sci-Fi,,,,,,170000000,333172112,771172112,333172112,771172112,163172112,268000000,431172112
Hercules,,2014,6,"117,51",117507,Action,Adventure,,,,,,,100000000,72688614,243388614,72688614,243388614,-27311386,70700000,43388614
Interstellar,,2014,9,"956,35",956345,Adventure,Drama,Sci-Fi,,,,,,165000000,188017894,665417894,188017894,665417894,23017894,312400000,335417894
Into the Woods,,2014,6,"103,31",103310,Adventure,Comedy,Drama,Fantasy,Musical,,,,50000000,128002372,203502372,128002372,203502372,78002372,25500000,103502372
It Follows,,2014,7,"118,80",118803,Horror,Mystery,,,,,,,2000000,14674077,20649774,14674077,20649774,12674077,3975697,16649774
Kingsman: The Secret Service,,2014,8,"408,12",408118,Action,Adventure,Comedy,Crime,Thriller,,,,94000000,128261724,404561724,128261724,404561724,34261724,182300000,216561724
Lucy,,2014,6,"333,97",333965,Action,Sci-Fi,Thriller,,,,,,40000000,126573960,457507776,126573960,457507776,86573960,290933816,377507776
Maleficent,,2014,7,"256,78",256779,Action,Adventure,Family,Fantasy,Romance,,,,180000000,241407328,758536735,241407328,758536735,61407328,337129407,398536735
Neighbors,,2014,6,"223,44",223444,Comedy,,,,,,,,18000000,150086800,270594534,150086800,270594534,132086800,102507734,234594534
Nightcrawler,,2014,8,"302,68",302683,Crime,Drama,Thriller,,,,,,8500000,32381218,50334418,32381218,50334418,23881218,9453200,33334418
Noah,,2014,6,"202,65",202651,Action,Adventure,Drama,,,,,,130000000,101200044,352831065,101200044,352831065,-28799956,121631021,92831065
Ouija,,2014,4,"33,03",33033,Fantasy,Horror,Thriller,,,,,,5000000,50856010,103590271,50856010,103590271,45856010,47734261,93590271
Sin City: A Dame to Kill For,,2014,7,"114,23",114226,Action,Crime,Thriller,,,,,,65000000,13757804,39499349,13757804,39499349,-51242196,-39258455,-90500651
Teenage Mutant Ninja Turtles,,2014,6,"171,63",171632,Action,Adventure,Comedy,Sci-Fi,,,,,125000000,191204754,485004754,191204754,485004754,66204754,168800000,235004754
The Amazing Spider-Man 2,,2014,7,"326,02",326015,Action,Adventure,Sci-Fi,,,,,,200000000,202853933,708996336,202853933,708996336,2853933,306142403,308996336
The Best of Me,,2014,7,"44,81",44814,Drama,Romance,,,,,,,26000000,26766213,27866213,26766213,27866213,766213,-24900000,-24133787
The Book of Life,,2014,7,"46,71",46706,Animation,Adventure,Comedy,Family,Fantasy,Romance,,,50000000,50151543,97651543,50151543,97651543,151543,-2500000,-2348457
The Equalizer,,2014,7,"234,84",234844,Action,Crime,Thriller,,,,,,55000000,101530738,192165283,101530738,192165283,46530738,35634545,82165283
The Expendables 3,,2014,6,"129,90",129900,Action,Adventure,Thriller,,,,,,100000000,39322544,209461378,39322544,209461378,-60677456,70138834,9461378
The Fault in Our Stars,,2014,8,"255,90",255901,Drama,Romance,,,,,,,12000000,124872350,307166834,124872350,307166834,112872350,170294484,283166834
The Giver,,2014,7,"88,45",88448,Drama,Romance,Sci-Fi,,,,,,25000000,45090374,55090374,45090374,55090374,20090374,-15000000,5090374
The Grand Budapest Hotel,,2014,8,"489,37",489365,Adventure,Comedy,Crime,Drama,,,,,31000000,59076019,164350409,59076019,164350409,28076019,74274390,102350409
The Hobbit: The Battle of the Five Armies,,2014,7,"362,02",362018,Adventure,Fantasy,,,,,,,250000000,255119788,955119788,255119788,955119788,5119788,450000000,455119788
The Hunger Games: Mockingjay - Part 1,,2014,7,"312,03",312030,Sci-Fi,Thriller,War,,,,,,125000000,337135885,766652288,337135885,766652288,212135885,304516403,516652288
The Imitation Game,,2014,8,"485,38",485383,Biography,Drama,Thriller,War,,,,,15000000,91125143,227773686,91125143,227773686,76125143,121648543,197773686
The Lego Movie,,2014,8,"250,60",250595,Animation,Action,Adventure,Comedy,Family,Fantasy,,,60000000,257784718,457729388,257784718,457729388,197784718,139944670,337729388
The Maze Runner,,2014,7,"317,85",317849,Action,Mystery,Sci-Fi,Thriller,,,,,34000000,102427862,348319861,102427862,348319861,68427862,211891999,280319861
The Theory of Everything,,2014,8,"273,30",273303,Biography,Drama,Romance,,,,,,15000000,35893537,122147772,35893537,122147772,20893537,71254235,92147772
Transcendence,,2014,6,"175,85",175853,Drama,Mystery,Romance,Sci-Fi,Thriller,,,,100000000,23022309,103039258,23022309,103039258,-76977691,-19983051,-96960742
Transformers: Age of Extinction,,2014,6,"245,69",245694,Action,Adventure,Sci-Fi,,,,,,210000000,245439076,1104039076,245439076,1104039076,35439076,648600000,684039076
Tusk,,2014,5,"32,20",32204,Comedy,Drama,Horror,,,,,,3000000,1821983,1821983,1821983,1821983,-1178017,-1178017,-2356034
Unbroken,,2014,7,"106,22",106215,Biography,Drama,Sport,War,,,,,65000000,115637895,163442936,115637895,163442936,50637895,-17194959,33442936
Whiplash,,2014,9,"417,24",417238,Drama,Music,,,,,,,3300000,13092006,33474334,13092006,33474334,9792006,17082328,26874334
X-Men: Days of Future Past,,2014,8,"522,40",522396,Action,Adventure,Sci-Fi,Thriller,,,,,200000000,233921534,747862775,233921534,747862775,33921534,313941241,347862775
As It Is in Heaven,,2014,8,"57,00",57000,Drama,,,,,,,,450000,13486,13486,13486,13486,-436514,-436514,-873028
Born to Fly: Elizabeth Streb vs. Gravity,,2014,7,"40,00",40000,Documentary,Action,Biography,Sport,,,,,500000,1822,1822,1822,1822,-498178,-498178,-996356
Camp X-Ray,,2014,7,"30,00",29998,Drama,War,,,,,,,1000000,9837,9837,9837,9837,-990163,-990163,-1980326
Falcon Rising,,2014,6,"5,11",5108,Action,Adventure,,,,,,,4500000,11774,11774,11774,11774,-4488226,-4488226,-8976452
Happy Valley,,2014,7,"801,00",801000,Documentary,Drama,Sport,,,,,,250000,67665,67665,67665,67665,-182335,-182335,-364670
Locker 13,,2014,5,"247,00",247000,Thriller,,,,,,,,300000,3496,3496,3496,3496,-296504,-296504,-593008
Praia do Futuro,,2014,6,"1,81",1806,Drama,Romance,,,,,,,4000000,20620,760678,20620,760678,-3979380,-3259942,-7239322
